Date,USD,JPY,GBP,CHF,AUD,CAD,CNY,HKD,KRW,MYR,NZD,PHP,SGD,THB,ZAR
2/10/2000,0.8802,95.49,0.5991,1.5237,1.6199,1.3235,N/A,6.8626,984.06,N/A,2.1704,N/A,1.5317,N/A,6.358
29/09/2000,0.8765,94.94,0.5967,1.524,1.618,1.3198,N/A,6.8302,976.87,N/A,2.151,N/A,1.5247,N/A,6.3745
28/09/2000,0.8832,94.98,0.6025,1.5257,1.6073,1.3241,N/A,6.8832,984.98,N/A,2.1205,N/A,1.5398,N/A,6.4111
27/09/2000,0.8861,95.49,0.6045,1.5254,1.615,1.3206,N/A,6.9102,986.78,N/A,2.1406,N/A,1.5441,N/A,6.3756
26/09/2000,0.8757,93.95,0.6028,1.5188,1.5992,1.3029,N/A,6.8269,978.97,N/A,2.1285,N/A,1.5249,N/A,6.3194
25/09/2000,0.877,94.37,0.6028,1.5221,1.6088,1.3054,N/A,6.8424,987.08,N/A,2.1299,N/A,1.5328,N/A,6.3362
22/09/2000,0.889,95.75,0.6063,1.5318,1.595,1.3251,N/A,6.9247,1008.12,N/A,2.1383,N/A,1.5538,N/A,6.4224
21/09/2000,0.8524,90.72,0.6004,1.51,1.58,1.2671,N/A,6.6355,959.25,N/A,2.1152,N/A,1.4861,N/A,6.2716
20/09/2000,0.8476,90.3,0.5989,1.5123,1.5645,1.2549,N/A,6.6008,953.98,N/A,2.064,N/A,1.479,N/A,6.1691
19/09/2000,0.8541,91.31,0.6084,1.52,1.5736,1.2699,N/A,6.6632,962.59,N/A,2.0653,N/A,1.4913,N/A,6.2132
18/09/2000,0.8526,91.1,0.6096,1.5235,1.5692,1.2658,N/A,6.6486,964.96,N/A,2.0612,N/A,1.49,N/A,6.1963
15/09/2000,0.8615,92.64,0.6125,1.5278,1.566,1.2815,N/A,6.7229,965.65,N/A,2.0545,N/A,1.5039,N/A,6.163
14/09/2000,0.8693,93.15,0.6133,1.5265,1.5735,1.2956,N/A,6.7934,971.63,N/A,2.075,N/A,1.5156,N/A,6.1966
13/09/2000,0.8654,92.83,0.6142,1.5286,1.5613,1.2801,N/A,6.7454,959.55,N/A,2.0524,N/A,1.509,N/A,6.1691
12/09/2000,0.8614,91.55,0.6145,1.5218,1.5428,1.2751,N/A,6.7162,955.35,N/A,2.007,N/A,1.5007,N/A,6.146
11/09/2000,0.8609,91.35,0.6078,1.5298,1.542,1.2716,N/A,6.702,953.08,N/A,2.0365,N/A,1.4936,N/A,6.1238
8/09/2000,0.8735,92.25,0.6124,1.549,1.5612,1.2884,N/A,6.8118,968.31,N/A,2.0751,N/A,1.5163,N/A,6.1929
7/09/2000,0.8676,91.21,0.6047,1.5468,1.565,1.2873,N/A,6.7641,963.19,N/A,2.0956,N/A,1.5014,N/A,6.1658
6/09/2000,0.8818,93.27,0.6087,1.5482,1.5605,1.3032,N/A,6.8799,976.91,N/A,2.0685,N/A,1.5253,N/A,6.2316
5/09/2000,0.8886,94.18,0.6124,1.549,1.5539,1.3109,N/A,6.9278,982.01,N/A,2.0798,N/A,1.5345,N/A,6.2114
4/09/2000,0.9,95.12,0.6154,1.5532,1.5632,1.3255,N/A,7.0211,994.19,N/A,2.0947,N/A,1.5509,N/A,6.2609
1/09/2000,0.8902,94.77,0.6135,1.55,1.5534,1.3102,N/A,6.9435,984.42,N/A,2.098,N/A,1.5334,N/A,6.2099
31/08/2000,0.8906,94.77,0.6132,1.5498,1.5547,1.3141,N/A,6.949,988.34,N/A,2.0801,N/A,1.5337,N/A,6.2123
30/08/2000,0.8909,94.8,0.6148,1.5483,1.5606,1.322,N/A,6.9594,989.11,N/A,2.0898,N/A,1.5375,N/A,6.2072
29/08/2000,0.8965,95.44,0.6139,1.5447,1.568,1.3288,N/A,6.9954,995.64,N/A,2.085,N/A,1.5437,N/A,6.2235
28/08/2000,0.9007,95.88,0.612,1.5437,1.5733,1.3371,N/A,7.0261,1001.5,N/A,2.0644,N/A,1.5485,N/A,6.2516
25/08/2000,0.9021,96.61,0.6122,1.5453,1.5731,1.3361,N/A,7.0371,1005.1,N/A,2.0742,N/A,1.5532,N/A,6.2429
24/08/2000,0.9012,96.64,0.6087,1.5489,1.5742,1.3375,N/A,7.027,1003.74,N/A,2.0729,N/A,1.5514,N/A,6.2749
23/08/2000,0.8918,95.7,0.6027,1.5525,1.5659,1.3237,N/A,6.9553,994.08,N/A,2.0715,N/A,1.5334,N/A,6.2475
22/08/2000,0.8972,97.27,0.6038,1.5608,1.5328,1.3264,N/A,6.9978,999.67,N/A,2.0092,N/A,1.5405,N/A,6.2602
21/08/2000,0.9023,97.63,0.6051,1.5598,1.5315,1.3288,N/A,7.0405,1006.13,N/A,2.001,N/A,1.5501,N/A,6.2701
18/08/2000,0.9127,99.42,0.6099,1.5622,1.5412,1.3468,N/A,7.1203,1017.99,N/A,2.0253,N/A,1.5702,N/A,6.3185
17/08/2000,0.914,99.12,0.6096,1.5629,1.5451,1.3505,N/A,7.117,1017.04,N/A,2.0264,N/A,1.5667,N/A,6.3325
16/08/2000,0.9072,98.45,0.6052,1.559,1.5447,1.3441,N/A,7.0819,1012.5,N/A,2.0216,N/A,1.5587,N/A,6.3165
15/08/2000,0.9118,99.78,0.6059,1.5591,1.5607,1.3564,N/A,7.1176,1018.55,N/A,2.0294,N/A,1.5697,N/A,6.3182
14/08/2000,0.9011,98.58,0.5984,1.5541,1.5575,1.3364,N/A,7.0297,1006.25,N/A,2.014,N/A,1.5463,N/A,6.2228
11/08/2000,0.9132,99.31,0.6061,1.5531,1.5702,1.3545,N/A,7.1206,1018.62,N/A,2.0188,N/A,1.5647,N/A,6.3295
10/08/2000,0.9031,97.93,0.6018,1.5449,1.5585,1.3392,N/A,7.0489,1007.19,N/A,2.0027,N/A,1.5515,N/A,6.2919
9/08/2000,0.8973,96.81,0.5978,1.5443,1.5503,1.3351,N/A,6.9985,1000.37,N/A,1.9855,N/A,1.5457,N/A,6.2722
8/08/2000,0.9047,98.2,0.5996,1.544,1.5417,1.3452,N/A,7.0536,1009.34,N/A,1.991,N/A,1.5612,N/A,6.3071
7/08/2000,0.9084,98.85,0.6032,1.5474,1.5502,1.3575,N/A,7.0844,1015.08,N/A,1.9992,N/A,1.5686,N/A,6.3193
4/08/2000,0.9031,98.02,0.6008,1.5464,1.5517,1.3424,N/A,7.0459,1007.8,N/A,1.9914,N/A,1.5549,N/A,6.3151
3/08/2000,0.9028,97.85,0.607,1.5425,1.549,1.3372,N/A,7.0503,1007.88,N/A,1.9949,N/A,1.5608,N/A,6.3263
2/08/2000,0.9142,99.8,0.6143,1.5449,1.5701,1.3544,N/A,7.1301,1020.03,N/A,2.0177,N/A,1.5796,N/A,6.4122
1/08/2000,0.9264,101.56,0.6172,1.546,1.5965,1.3794,N/A,7.2251,1033.69,N/A,2.0356,N/A,1.605,N/A,6.4473
31/07/2000,0.9243,101.04,0.6179,1.5477,1.5986,1.3702,N/A,7.2155,1033.61,N/A,2.0386,N/A,1.6034,N/A,6.439
28/07/2000,0.9276,101.29,0.615,1.5486,1.5752,1.3663,N/A,7.2344,1036.07,N/A,2.0225,N/A,1.6078,N/A,6.4351
27/07/2000,0.9389,102.26,0.6198,1.5531,1.5898,1.3773,N/A,7.3215,1046.46,N/A,2.0387,N/A,1.6281,N/A,6.5103
26/07/2000,0.939,102.43,0.6189,1.5519,1.5909,1.3772,N/A,7.3265,1047.88,N/A,2.0353,N/A,1.6366,N/A,6.5291
25/07/2000,0.941,102.78,0.6201,1.5538,1.6072,1.3803,N/A,7.3368,1049.69,N/A,2.0375,N/A,1.6424,N/A,6.5443
24/07/2000,0.9332,101.64,0.6151,1.5555,1.5905,1.37,N/A,7.2722,1039.13,N/A,2.0195,N/A,1.6281,N/A,6.4489
21/07/2000,0.9363,101.53,0.6185,1.5511,1.5945,1.3783,N/A,7.2933,1040.91,N/A,2.0138,N/A,1.6342,N/A,6.4495
20/07/2000,0.922,99.74,0.6165,1.5488,1.5951,1.3625,N/A,7.1777,1023.24,N/A,2.0124,N/A,1.6077,N/A,6.4182
19/07/2000,0.9216,99.6,0.6156,1.5473,1.592,1.3595,N/A,7.1799,1024.17,N/A,2.0239,N/A,1.6087,N/A,6.4321
18/07/2000,0.9353,100.93,0.6241,1.5502,1.6025,1.3849,N/A,7.2953,1041.94,N/A,2.041,N/A,1.6349,N/A,6.4676
17/07/2000,0.9352,101.65,0.627,1.5465,1.6003,1.3877,N/A,7.3058,1043.13,N/A,2.0311,N/A,1.6375,N/A,6.4389
14/07/2000,0.9344,100.82,0.6227,1.5476,1.599,1.3863,N/A,7.2936,1040.86,N/A,2.0333,N/A,1.6312,N/A,6.4147
13/07/2000,0.9349,100.12,0.6224,1.5532,1.5832,1.3861,N/A,7.2903,1038.53,N/A,2.0225,N/A,1.6286,N/A,6.4204
12/07/2000,0.9499,102.29,0.627,1.5523,1.608,1.4034,N/A,7.4095,1060.12,N/A,2.0603,N/A,1.656,N/A,6.4607
11/07/2000,0.9527,101.77,0.63,1.5516,1.6168,1.4066,N/A,7.4256,1063.52,N/A,2.074,N/A,1.6604,N/A,6.4755
10/07/2000,0.9523,101.82,0.628,1.5461,1.604,1.4098,N/A,7.4222,1064.57,N/A,2.0581,N/A,1.6551,N/A,6.4966
7/07/2000,0.9483,101.86,0.6278,1.5458,1.613,1.407,N/A,7.3983,1061.64,N/A,2.0685,N/A,1.647,N/A,6.4864
6/07/2000,0.9542,102.44,0.631,1.5484,1.6165,1.4197,N/A,7.4553,1068.13,N/A,2.0685,N/A,1.6583,N/A,6.4933
5/07/2000,0.9537,101.73,0.6313,1.5532,1.6054,1.4179,N/A,7.4417,1066.07,N/A,2.0589,N/A,1.6585,N/A,6.4504
4/07/2000,0.9487,100.78,0.6271,1.5528,1.5871,1.4054,N/A,7.4004,1058.65,N/A,2.0431,N/A,1.6457,N/A,6.4464
3/07/2000,0.9493,100.58,0.6281,1.5551,1.584,1.4049,N/A,7.4033,1057.72,N/A,2.0267,N/A,1.6444,N/A,6.4486
30/06/2000,0.9556,100.57,0.6323,1.5576,1.5894,1.4157,N/A,7.4456,1064.68,N/A,2.031,N/A,1.6513,N/A,6.4981
29/06/2000,0.9504,99.56,0.6257,1.5558,1.5729,1.4052,N/A,7.4113,1059.9,N/A,2.028,N/A,1.6496,N/A,6.4865
28/06/2000,0.9415,99.56,0.6253,1.5479,1.5666,1.394,N/A,7.3381,1050.56,N/A,2.0062,N/A,1.6327,N/A,6.4041
27/06/2000,0.9401,99.16,0.6281,1.5486,1.565,1.3939,N/A,7.3283,1051.39,N/A,1.9968,N/A,1.6297,N/A,6.4162
26/06/2000,0.9327,98.38,0.6215,1.5478,1.5687,1.3873,N/A,7.2701,1043.25,N/A,1.9892,N/A,1.6178,N/A,6.4076
23/06/2000,0.9413,98.12,0.625,1.5521,1.5788,1.3876,N/A,7.3334,1053.61,N/A,2.0012,N/A,1.6309,N/A,6.4912
22/06/2000,0.9405,99.1,0.6244,1.5451,1.5685,1.3876,N/A,7.3325,1052.69,N/A,1.9855,N/A,1.633,N/A,6.5224
21/06/2000,0.947,99.76,0.6307,1.5522,1.5783,1.394,N/A,7.3808,1060.1,N/A,1.9958,N/A,1.6425,N/A,6.5461
20/06/2000,0.9538,100.62,0.6326,1.5577,1.5786,1.3998,N/A,7.436,1067.79,N/A,2.0053,N/A,1.654,N/A,6.5546
19/06/2000,0.964,101.86,0.6373,1.5618,1.6022,1.4143,N/A,7.5147,1081.9,N/A,2.0346,N/A,1.669,N/A,6.6058
16/06/2000,0.9565,101.65,0.6329,1.5611,1.5724,1.4097,N/A,7.4567,1068.02,N/A,2.001,N/A,1.6518,N/A,6.5559
15/06/2000,0.9524,100.92,0.6316,1.5648,1.5855,1.4011,N/A,7.4227,1061.64,N/A,2.031,N/A,1.6406,N/A,6.6192
14/06/2000,0.9636,102.52,0.6402,1.5651,1.5996,1.4168,N/A,7.5115,1073.98,N/A,2.0288,N/A,1.6591,N/A,6.7097
13/06/2000,0.9583,102.05,0.633,1.5628,1.6075,1.4102,N/A,7.4652,1067.25,N/A,2.0255,N/A,1.6481,N/A,6.7091
12/06/2000,0.9527,101.55,0.6303,1.5624,1.6162,1.4058,N/A,7.4232,1060.41,N/A,2.0244,N/A,1.6411,N/A,6.708
9/06/2000,0.949,101.42,0.631,1.5661,1.6196,1.3982,N/A,7.4145,1060.76,N/A,2.0271,N/A,1.641,N/A,6.6925
8/06/2000,0.9668,102.12,0.6359,1.5664,1.6315,1.4271,N/A,7.543,1079.64,N/A,2.045,N/A,1.6658,N/A,6.7782
7/06/2000,0.9554,101,0.6276,1.5676,1.622,1.4093,N/A,7.4536,1064.68,N/A,2.0233,N/A,1.6485,N/A,6.6706
6/06/2000,0.9485,101.24,0.6264,1.574,1.6287,1.4017,N/A,7.3836,1057.94,N/A,2.023,N/A,1.6333,N/A,6.5873
5/06/2000,0.9433,101.51,0.623,1.5734,1.6164,1.3905,N/A,7.3491,1053.97,N/A,2.0068,N/A,1.6233,N/A,6.5324
2/06/2000,0.9355,101.62,0.6251,1.5729,1.6295,1.3944,N/A,7.2912,1052.7,N/A,2.0375,N/A,1.6149,N/A,6.4942
1/06/2000,0.933,101.41,0.624,1.574,1.6306,1.3958,N/A,7.2728,1056.91,N/A,2.0358,N/A,1.6164,N/A,6.531
31/05/2000,0.9303,99.9,0.6225,1.5716,1.625,1.3982,N/A,7.2422,1049.84,N/A,2.0295,N/A,1.6135,N/A,6.4656
30/05/2000,0.9359,99.8,0.6226,1.5718,1.621,1.4065,N/A,7.2988,1064.51,N/A,2.035,N/A,1.6242,N/A,6.6393
29/05/2000,0.9262,99.32,0.6223,1.5677,1.614,1.3915,N/A,7.2214,1054,N/A,2.021,N/A,1.6065,N/A,6.6001
26/05/2000,0.9143,98.22,0.6209,1.5642,1.6002,1.3733,N/A,7.1145,1038.46,N/A,2.0134,N/A,1.5816,N/A,6.5601
25/05/2000,0.8981,96.81,0.61,1.5575,1.581,1.36,N/A,7.0177,1017.94,N/A,1.9845,N/A,1.5601,N/A,6.4371
24/05/2000,0.9098,97.58,0.6165,1.5641,1.5908,1.3714,N/A,7.0964,1031.93,N/A,2.0097,N/A,1.5806,N/A,6.4375
23/05/2000,0.9111,97.3,0.6151,1.5632,1.58,1.3616,N/A,7.0961,1032.91,N/A,1.9798,N/A,1.5792,N/A,6.446
22/05/2000,0.9,96.57,0.605,1.5527,1.5766,1.345,N/A,7.0069,1016.89,N/A,1.977,N/A,1.5565,N/A,6.3945
19/05/2000,0.8875,95.69,0.5988,1.5512,1.557,1.3324,N/A,6.909,995.44,N/A,1.9596,N/A,1.5325,N/A,6.3679
18/05/2000,0.8942,97.6,0.6039,1.5534,1.578,1.3443,N/A,6.9658,999.91,N/A,2.002,N/A,1.5511,N/A,6.4159
17/05/2000,0.8922,97.98,0.5987,1.5488,1.5723,1.3289,N/A,6.9527,995.12,N/A,1.9358,N/A,1.5471,N/A,6.3435
16/05/2000,0.9065,98.89,0.6045,1.5525,1.576,1.3475,N/A,7.0696,1011.51,N/A,1.923,N/A,1.5705,N/A,6.4067
15/05/2000,0.9147,100.07,0.6045,1.5554,1.5936,1.3608,N/A,7.1276,1020.06,N/A,1.9281,N/A,1.5851,N/A,6.4349
12/05/2000,0.9029,98.01,0.596,1.5528,1.5636,1.3431,N/A,7.0468,1008.07,N/A,1.8927,N/A,1.5603,N/A,6.4106
11/05/2000,0.9079,98.53,0.6051,1.5559,1.5765,1.3565,N/A,7.0861,1012.44,N/A,1.9164,N/A,1.5689,N/A,6.3553
10/05/2000,0.9107,99.13,0.5976,1.5604,1.5612,1.3593,N/A,7.0843,1008.73,N/A,1.894,N/A,1.5711,N/A,6.5115
9/05/2000,0.8978,98.25,0.5847,1.5481,1.5545,1.3418,N/A,6.9785,993.77,N/A,1.8845,N/A,1.5467,N/A,6.3142
8/05/2000,0.8952,97.17,0.5851,1.5494,1.5228,1.333,N/A,6.963,991.92,N/A,1.8427,N/A,1.5416,N/A,6.2163
5/05/2000,0.8984,97.21,0.5838,1.5467,1.5156,1.3457,N/A,6.9939,997.51,N/A,1.8318,N/A,1.5463,N/A,6.194
4/05/2000,0.8947,97.35,0.5818,1.5472,1.5155,1.336,N/A,6.9688,994.13,N/A,1.8252,N/A,1.5407,N/A,6.1193
3/05/2000,0.8913,97.46,0.5711,1.5411,1.5156,1.3252,N/A,6.9519,989.92,N/A,1.8212,N/A,1.5347,N/A,6.0858
2/05/2000,0.9116,99.15,0.5827,1.5599,1.5558,1.3465,N/A,7.0968,1010.94,N/A,1.8744,N/A,1.5646,N/A,6.1656
28/04/2000,0.9085,97.48,0.5794,1.571,1.5552,1.3457,N/A,7.0676,1006.94,N/A,1.8733,N/A,1.5482,N/A,6.222
27/04/2000,0.9163,97.57,0.5827,1.5742,1.5575,1.3543,N/A,7.1413,1017.71,N/A,1.8827,N/A,1.5646,N/A,6.2388
26/04/2000,0.9193,97.85,0.5827,1.5721,1.5608,1.3492,N/A,7.1613,1018.91,N/A,1.8871,N/A,1.5686,N/A,6.1915
25/04/2000,0.9302,98.15,0.5896,1.5712,1.5637,1.3724,N/A,7.2451,1030.95,N/A,1.8743,N/A,1.5847,N/A,6.2649
20/04/2000,0.9376,98.37,0.5934,1.5727,1.5795,1.3815,N/A,7.3072,1040.42,N/A,1.8907,N/A,1.592,N/A,6.2561
19/04/2000,0.9461,98.79,0.5983,1.5748,1.584,1.3994,N/A,7.3823,1051.99,N/A,1.899,N/A,1.6109,N/A,6.2726
18/04/2000,0.9497,98.97,0.6003,1.571,1.6006,1.4142,N/A,7.3974,1054.42,N/A,1.9203,N/A,1.6136,N/A,6.2823
17/04/2000,0.9573,99.4,0.6026,1.5686,1.6168,1.4184,N/A,7.4673,1068.04,N/A,1.9297,N/A,1.635,N/A,6.3503
14/04/2000,0.954,100.86,0.6016,1.5737,1.5999,1.4063,N/A,7.4317,1060.27,N/A,1.9201,N/A,1.6293,N/A,6.278
13/04/2000,0.9537,101.09,0.5999,1.5738,1.5916,1.3931,N/A,7.4316,1055.88,N/A,1.9109,N/A,1.637,N/A,6.2801
12/04/2000,0.9576,101.11,0.6038,1.5745,1.6078,1.4018,N/A,7.4543,1060.44,N/A,1.9231,N/A,1.6446,N/A,6.2747
11/04/2000,0.9594,102.61,0.6055,1.5718,1.6099,1.4017,N/A,7.4738,1065.14,N/A,1.9236,N/A,1.6509,N/A,6.3215
10/04/2000,0.959,101.92,0.6064,1.5731,1.6025,1.3989,N/A,7.4606,1062.8,N/A,1.928,N/A,1.6467,N/A,6.2671
7/04/2000,0.9564,100.71,0.6047,1.5727,1.6043,1.3917,N/A,7.4544,1059.87,N/A,1.9288,N/A,1.6398,N/A,6.2876
6/04/2000,0.9625,101.04,0.6075,1.5725,1.5962,1.3946,N/A,7.4887,1069.37,N/A,1.9208,N/A,1.6474,N/A,6.3352
5/04/2000,0.9673,101.71,0.6088,1.5732,1.5954,1.4078,N/A,7.5251,1077.54,N/A,1.9321,N/A,1.6586,N/A,6.3808
4/04/2000,0.9538,100.74,0.5971,1.5817,1.5809,1.3842,N/A,7.4318,1062.64,N/A,1.9107,N/A,1.6399,N/A,6.2402
3/04/2000,0.9564,100.27,0.6,1.5886,1.5741,1.3873,N/A,7.4337,1062.15,N/A,1.9189,N/A,1.6398,N/A,6.2812
31/03/2000,0.9553,98.53,0.5985,1.5907,1.5811,1.3879,N/A,7.4357,1056.06,N/A,1.9328,N/A,1.6354,N/A,6.2873
30/03/2000,0.9555,100.35,0.601,1.5909,1.5611,1.3922,N/A,7.4356,1057.3,N/A,1.9141,N/A,1.6418,N/A,6.2886
29/03/2000,0.9568,100.77,0.6032,1.5896,1.5735,1.3935,N/A,7.4507,1061.5,N/A,1.9175,N/A,1.6415,N/A,6.2706
28/03/2000,0.9647,102.59,0.6088,1.5904,1.5721,1.406,N/A,7.5112,1073.16,N/A,1.919,N/A,1.656,N/A,6.2537
27/03/2000,0.9712,103.77,0.6087,1.5908,1.5818,1.4207,N/A,7.5626,1080.35,N/A,1.9547,N/A,1.6651,N/A,6.2822
24/03/2000,0.9715,104.09,0.6115,1.5936,1.6005,1.4238,N/A,7.5651,1077.51,N/A,1.9921,N/A,1.6683,N/A,6.2924
23/03/2000,0.9656,103.88,0.6104,1.6045,1.5968,1.4203,N/A,7.4892,1067.58,N/A,1.9811,N/A,1.646,N/A,6.2595
22/03/2000,0.9603,102.88,0.6125,1.6095,1.5817,1.4106,N/A,7.4738,1068.35,N/A,1.97,N/A,1.6475,N/A,6.1987
21/03/2000,0.9701,103.46,0.6176,1.6116,1.5929,1.4259,N/A,7.5536,1082.8,N/A,1.9891,N/A,1.6681,N/A,6.2879
20/03/2000,0.9715,103.71,0.6201,1.6126,1.6038,1.4282,N/A,7.562,1085.95,N/A,2.0124,N/A,1.6707,N/A,6.3045
17/03/2000,0.9672,102.31,0.6146,1.6126,1.5881,1.4277,N/A,7.528,1080.38,N/A,1.9922,N/A,1.6579,N/A,6.2568
16/03/2000,0.9663,101.73,0.6155,1.6112,1.5753,1.417,N/A,7.5372,1081.58,N/A,1.974,N/A,1.6577,N/A,6.2471
15/03/2000,0.9647,101.74,0.614,1.6115,1.5737,1.4142,N/A,7.5088,1078.59,N/A,1.9789,N/A,1.651,N/A,6.2426
14/03/2000,0.962,100.93,0.6123,1.6114,1.5631,1.4054,N/A,7.487,1075.58,N/A,1.9589,N/A,1.6437,N/A,6.1794
13/03/2000,0.9716,102.23,0.6146,1.6108,1.5819,1.4166,N/A,7.5557,1087.47,N/A,1.9756,N/A,1.6574,N/A,6.262
10/03/2000,0.9613,102.27,0.6095,1.6078,1.5658,1.3981,N/A,7.4788,1075.6,N/A,1.9422,N/A,1.6368,N/A,6.1283
9/03/2000,0.9616,102.44,0.6086,1.6061,1.5702,1.402,N/A,7.4843,1079.21,N/A,1.9593,N/A,1.6456,N/A,6.2071
8/03/2000,0.9543,102.24,0.6043,1.6061,1.5721,1.3917,N/A,7.4258,1067.62,N/A,1.9618,N/A,1.6356,N/A,6.2036
7/03/2000,0.9593,103,0.6096,1.6083,1.5879,1.3939,N/A,7.4673,1073.19,N/A,1.9841,N/A,1.6515,N/A,6.2527
6/03/2000,0.964,103.47,0.6111,1.6072,1.596,1.3976,N/A,7.5089,1079.92,N/A,1.9797,N/A,1.6649,N/A,6.2474
3/03/2000,0.9659,104.17,0.6117,1.6063,1.5913,1.4051,N/A,7.517,1081.76,N/A,1.9787,N/A,1.6645,N/A,6.2523
2/03/2000,0.9725,104.38,0.614,1.6075,1.5952,1.4123,N/A,7.5697,1089.13,N/A,1.9853,N/A,1.6702,N/A,6.1929
1/03/2000,0.9667,104.65,0.6123,1.6066,1.597,1.3968,N/A,7.5211,1090.1,N/A,1.9975,N/A,1.661,N/A,6.141
29/02/2000,0.9714,106.81,0.6134,1.6067,1.5795,1.4097,N/A,7.559,1098.59,N/A,1.9986,N/A,1.674,N/A,6.1684
28/02/2000,0.9639,105.22,0.6072,1.6064,1.571,1.3969,N/A,7.4942,1092.47,N/A,1.9889,N/A,1.6524,N/A,6.1087
25/02/2000,0.9813,108.79,0.6155,1.6083,1.5834,1.4265,N/A,7.6394,1115.59,N/A,2.0076,N/A,1.6796,N/A,6.1822
24/02/2000,0.9898,109.55,0.6188,1.6101,1.6067,1.4479,N/A,7.7145,1133.5,N/A,2.0368,N/A,1.7005,N/A,6.2704
23/02/2000,1.0068,111.88,0.6252,1.6105,1.6225,1.4754,N/A,7.821,1141.12,N/A,2.0767,N/A,1.7218,N/A,6.3227
22/02/2000,1.0022,111.11,0.6226,1.6072,1.5976,1.4586,N/A,7.7996,1137.06,N/A,2.0409,N/A,1.7109,N/A,6.3279
21/02/2000,0.9857,109.73,0.6161,1.6031,1.5717,1.4317,N/A,7.6758,1117.1,N/A,2.0135,N/A,1.6843,N/A,6.2417
18/02/2000,0.9857,109.27,0.6144,1.6032,1.5627,1.4288,N/A,7.6772,1113.93,N/A,2.002,N/A,1.6823,N/A,6.2247
17/02/2000,0.9919,109.3,0.6158,1.6042,1.5646,1.4409,N/A,7.7237,1119.88,N/A,2.0152,N/A,1.6923,N/A,6.2514
16/02/2000,0.9804,106.97,0.6129,1.6036,1.5531,1.4279,N/A,7.6265,1103.05,N/A,1.9994,N/A,1.6677,N/A,6.2309
15/02/2000,0.9778,106.46,0.6159,1.6061,1.5597,1.4259,N/A,7.6077,1101.81,N/A,2.0111,N/A,1.6564,N/A,6.231
14/02/2000,0.9867,106.85,0.6201,1.6066,1.5636,1.4308,N/A,7.6736,1110.03,N/A,2.0151,N/A,1.6717,N/A,6.2473
11/02/2000,0.9801,107.42,0.6136,1.6056,1.5526,1.4173,N/A,7.6271,1092.93,N/A,1.9905,N/A,1.6627,N/A,6.2697
10/02/2000,0.9868,107.11,0.6126,1.606,1.5587,1.4317,N/A,7.6782,1105.66,N/A,2.001,N/A,1.6686,N/A,6.2553
9/02/2000,0.9934,108.16,0.6169,1.6092,1.562,1.4334,N/A,7.7171,1114.35,N/A,2.0044,N/A,1.6777,N/A,6.2537
8/02/2000,0.9903,107.91,0.6182,1.6074,1.5634,1.4354,N/A,7.7062,1118.22,N/A,2.0073,N/A,1.6786,N/A,6.247
7/02/2000,0.9767,106.02,0.6134,1.6065,1.5261,1.4045,N/A,7.606,1104.08,N/A,1.9741,N/A,1.6547,N/A,6.1596
4/02/2000,0.9835,105.99,0.6195,1.6077,1.557,1.4182,N/A,7.6623,1112.39,N/A,1.9988,N/A,1.6639,N/A,6.1813
3/02/2000,0.9748,105.78,0.6086,1.6083,1.5382,1.4045,N/A,7.584,1101.41,N/A,1.9798,N/A,1.6517,N/A,6.1073
2/02/2000,0.9717,105.51,0.6051,1.6101,1.5273,1.4098,N/A,7.5634,1099.19,N/A,1.9879,N/A,1.6514,N/A,6.0785
1/02/2000,0.971,104.62,0.602,1.6078,1.5277,1.4121,N/A,7.5531,1093.55,N/A,1.97,N/A,1.6488,N/A,6.1173
31/01/2000,0.9791,104.62,0.6047,1.6091,1.543,1.4195,N/A,7.6206,1100.25,N/A,1.9848,N/A,1.6641,N/A,6.162
28/01/2000,0.9848,103.74,0.6051,1.6121,1.5178,1.4178,N/A,7.6607,1102.87,N/A,1.992,N/A,1.6828,N/A,6.1845
27/01/2000,0.9976,105.43,0.6089,1.6113,1.5289,1.4331,N/A,7.7513,1120.9,N/A,1.9599,N/A,1.6808,N/A,6.1497
26/01/2000,1.0019,106.04,0.6094,1.6116,1.5282,1.4405,N/A,7.798,1130.09,N/A,1.9708,N/A,1.6954,N/A,6.1617
25/01/2000,1.0008,105.69,0.6083,1.6121,1.5275,1.4444,N/A,7.7894,1128.41,N/A,1.9612,N/A,1.6851,N/A,6.1686
24/01/2000,1.0027,105.54,0.6062,1.6136,1.5295,1.446,N/A,7.8113,1128.86,N/A,1.9775,N/A,1.6889,N/A,6.1576
21/01/2000,1.0097,105.53,0.6113,1.6102,1.5215,1.4607,N/A,7.8552,1138.33,N/A,1.9623,N/A,1.6913,N/A,6.1592
20/01/2000,1.0089,106.44,0.6127,1.6147,1.5182,1.4625,N/A,7.8493,1135.74,N/A,1.957,N/A,1.6893,N/A,6.1543
19/01/2000,1.0105,106.99,0.6172,1.612,1.5222,1.4647,N/A,7.8633,1144.85,N/A,1.9563,N/A,1.6946,N/A,6.1691
18/01/2000,1.0093,106.42,0.6174,1.6131,1.5222,1.4626,N/A,7.8494,1136.59,N/A,1.9545,N/A,1.6875,N/A,6.1355
17/01/2000,1.0094,105.81,0.618,1.6136,1.5212,1.4651,N/A,7.8637,1132.77,N/A,1.947,N/A,1.6918,N/A,6.1296
